REC_IR	STATNUM	ORI	ORIADDDT	ORINIBRS	CITY	STATECOD	POPGRP	DIVISN	REGION	AGINDIC	CORECTY	COVBYORI	FIELDNO	JUDDIST	NBRSFLG	INACTDTE	POP1	COUNTY1	MSA1	LSTPOP1	POP2	COUNTY2	MSA2	LSTPOP2	POP3	COUNTY3	MSA3	LSTPOP3	POP4	COUNTY4	MSA4	LSTPOP4	POP5	COUNTY5	MSA5	LSTPOP5	MASTERYR	QTR1ACT	QTR2ACT	QTR3ACT	QTR4ACT	F1QACT	F2QACT	F3QACT	F4QACT	AGNAME	CFIPS1	CFIPS2	CFIPS3	CFIPS4	CFIPS5	IINCIDNO	INCIDDTE	DATASRC	QUARTER	TNUMVTMS	TNUMOFF	GOFFRAC	OFFCOD1	NUMVTM1	LOCCOD1	BIASMO1	OFFCOD2	NUMVTM2	LOCCOD2	BIASMO2	OFFCOD3	NUMVTM3	LOCCOD3	BIASMO3	OFFCOD4	NUMVTM4	LOCCOD4	BIASMO4	OFFCOD5	NUMVTM5	LOCCOD5	BIASMO5	OFFCOD6	NUMVTM6	LOCCOD6	BIASMO6	OFFCOD7	NUMVTM7	LOCCOD7	BIASMO7	OFFCOD8	NUMVTM8	LOCCOD8	BIASMO8	OFFCOD9	NUMVTM9	LOCCOD9	BIASMO9	OFFCOD10	NUMVTM10	LOCCOD10	BIASMO10	VTYP_I1	VTYP_B1	VTYP_F1	VTYP_G1	VTYP_R1	VTYP_S1	VTYP_O1	VTYP_U1	VTYP_I2	VTYP_B2	VTYP_F2	VTYP_G2	VTYP_R2	VTYP_S2	VTYP_O2	VTYP_U2	VTYP_I3	VTYP_B3	VTYP_F3	VTYP_G3	VTYP_R3	VTYP_S3	VTYP_O3	VTYP_U3	VTYP_I4	VTYP_B4	VTYP_F4	VTYP_G4	VTYP_R4	VTYP_S4	VTYP_O4	VTYP_U4	VTYP_I5	VTYP_B5	VTYP_F5	VTYP_G5	VTYP_R5	VTYP_S5	VTYP_O5	VTYP_U5	VTYP_I6	VTYP_B6	VTYP_F6	VTYP_G6	VTYP_R6	VTYP_S6	VTYP_O6	VTYP_U6	VTYP_I7	VTYP_B7	VTYP_F7	VTYP_G7	VTYP_R7	VTYP_S7	VTYP_O7	VTYP_U7	VTYP_I8	VTYP_B8	VTYP_F8	VTYP_G8	VTYP_R8	VTYP_S8	VTYP_O8	VTYP_U8	VTYP_I9	VTYP_B9	VTYP_F9	VTYP_G9	VTYP_R9	VTYP_S9	VTYP_O9	VTYP_U9	VTYP_I10	VTYP_B10	VTYP_F10	VTYP_G10	VTYP_R10	VTYP_S10	VTYP_O10	VTYP_U10
IR	19	MD0172500	19910430	 	COLLEGE PARK, MD	MD	7	5	3	1	N	 	3920	190A	 	 	0	16	933	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1993	Z	I	I	I	 	 	 	 	UNIV OF MD-COLLEGE PARK	033	 	 	 	 	18242092693	19930926	D	3	1	4	W	120	1	25	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	19	MD0172500	19910430	 	COLLEGE PARK, MD	MD	7	5	3	1	N	 	3920	190A	 	 	0	16	933	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1993	Z	I	I	I	 	 	 	 	UNIV OF MD-COLLEGE PARK	033	 	 	 	 	22941111193	19931110	D	4	1	0	U	290	1	22	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	19	MD0172500	19910430	 	COLLEGE PARK, MD	MD	7	5	3	1	N	 	3920	190A	 	 	0	16	933	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1993	Z	I	I	I	 	 	 	 	UNIV OF MD-COLLEGE PARK	033	 	 	 	 	23017111293	19931111	D	4	1	0	U	290	1	22	32	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	19	MD0172500	19910430	 	COLLEGE PARK, MD	MD	7	5	3	1	N	 	3920	190A	 	 	0	16	933	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1993	Z	I	I	I	 	 	 	 	UNIV OF MD-COLLEGE PARK	033	 	 	 	 	23534111693	19931115	D	4	1	0	U	290	1	22	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	19	MD0172500	19910430	 	COLLEGE PARK, MD	MD	7	5	3	1	N	 	3920	190A	 	 	0	16	933	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1993	Z	I	I	I	 	 	 	 	UNIV OF MD-COLLEGE PARK	033	 	 	 	 	26846121793	19931217	D	4	1	1	W	13B	1	22	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	19	MD0172500	19910430	 	COLLEGE PARK, MD	MD	7	5	3	1	N	 	3920	190A	 	 	0	16	933	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1993	Z	I	I	I	 	 	 	 	UNIV OF MD-COLLEGE PARK	033	 	 	 	 	27650122393	19931222	D	4	10	0	U	290	10	22	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	19	MD0172700	19910430	 	RIVERDALE, MD	MD	7	5	3	1	N	 	3920	190A	 	 	0	16	933	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1993	Z	Z	I	Z	 	 	 	 	MD NATL CAPITAL PARK	033	 	 	 	 	93267009	19930924	D	3	0	0	U	290	1	11	11	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	19	MD0180000	19910430	 	CENTERVILLE, MD	MD	9B	5	3	2	N	 	3050	190A	 	 	33305	17	73	32698	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1993	Z	I	Z	Z	 	 	 	 	QUEEN ANNES	035	 	 	 	 	93F0034	19930602	D	2	1	1	B	13B	1	10	11	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	19	MD0180000	19910430	 	CENTERVILLE, MD	MD	9B	5	3	2	N	 	3050	190A	 	 	33305	17	73	32698	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1993	Z	I	Z	Z	 	 	 	 	QUEEN ANNES	035	 	 	 	 	93F0117	19930602	D	2	1	1	W	13B	1	10	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	19	MD0200200	19910430	 	PRINCESS ANNE, MD	MD	7	5	3	1	N	 	3050	190A	 	 	1989	19	 	1709	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1993	Z	Z	I	Z	 	 	 	 	PRINCESS ANNE	039	 	 	 	 	PA931813	19930721	D	3	1	4	B	13A	1	13	32	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	19	MD0230000	19910430	 	SALISBURY, MD	MD	8B	5	3	2	N	 	3050	190A	 	 	50681	22	 	50097	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1993	I	Z	Z	Z	 	 	 	 	WICOMICO	045	 	 	 	 	93000714	19930118	D	1	52	1	W	290	52	18	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	19	MD0240200	19910430	 	OCEAN CITY, MD	MD	6	5	3	1	N	 	3050	190A	 	 	5698	23	 	5281	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1993	Z	I	I	Z	 	 	 	 	OCEAN CITY	047	 	 	 	 	9309357	19930605	D	2	3	4	W	13B	3	13	15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	19	MD0240200	19910430	 	OCEAN CITY, MD	MD	6	5	3	1	N	 	3050	190A	 	 	5698	23	 	5281	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1993	Z	I	I	Z	 	 	 	 	OCEAN CITY	047	 	 	 	 	9314100	19930522	D	2	1	1	B	13A	1	13	11	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	19	MD0240200	19910430	 	OCEAN CITY, MD	MD	6	5	3	1	N	 	3050	190A	 	 	5698	23	 	5281	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1993	Z	I	I	Z	 	 	 	 	OCEAN CITY	047	 	 	 	 	9320215	19930718	D	3	1	1	B	13B	1	13	11	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	19	MD0240200	19910430	 	OCEAN CITY, MD	MD	6	5	3	1	N	 	3050	190A	 	 	5698	23	 	5281	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1993	Z	I	I	Z	 	 	 	 	OCEAN CITY	047	 	 	 	 	9323342	19930731	D	3	3	1	M	13A	3	13	15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	19	MD0240200	19910430	 	OCEAN CITY, MD	MD	6	5	3	1	N	 	3050	190A	 	 	5698	23	 	5281	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1993	Z	I	I	Z	 	 	 	 	OCEAN CITY	047	 	 	 	 	9328368	19930822	D	3	1	1	W	13A	1	18	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	19	MD306SP00	19910430	 	MD, MD	MD	9A	5	3	4	N	 	3050	190A	 	 	105386	6	73	101504	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1993	Z	Z	I	Z	 	 	 	 	CARROLL STATE POLICE	013	 	 	 	 	Y5624681	19930907	D	3	2	1	W	13A	2	13	15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	19	MD307SP00	19910430	 	MD, MD	MD	9D	5	3	4	N	 	3050	190A	 	 	1143	7	970	1132	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1993	I	I	Z	Z	 	 	 	 	CECIL STATE POLICE	015	 	 	 	 	Y5501047	19930119	D	1	2	2	W	13B	2	25	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
