row_id,state,agency_type,agency_name,Quarter_1,Quarter_2,Quarter_3,Quarter_4,population
1,Alabama,Cities,Ashland,0,0,0,0,1974
2,Alabama,Cities,Auburn,0,0,0,0,63871
3,Alabama,Cities,Demopolis,0,0,0,0,7089
4,Alabama,Cities,Enterprise,0,0,,,28227
5,Alabama,Cities,Eutaw,0,0,0,0,2736
6,Alabama,Cities,Fairhope,0,0,0,0,19470
7,Alabama,Cities,Gadsden,0,0,0,0,35927
8,Alabama,Cities,Guntersville,0,0,0,0,8421
9,Alabama,Cities,Jasper,0,0,0,0,14009
10,Alabama,Cities,Lineville,0,0,0,0,2306
11,Alabama,Cities,Midland City,0,0,0,0,2426
12,Alabama,Cities,Mobile,0,0,0,0,249921
13,Alabama,Cities,Opp,0,0,0,0,6657
14,Alabama,Cities,Pelham,0,0,0,0,23162
15,Alabama,Cities,Prattville,0,0,0,0,35698
16,Alabama,Cities,Rainbow City,0,0,0,0,9573
17,Alabama,Cities,Sardis City,0,0,0,0,1764
18,Alabama,Cities,Springville,0,0,0,0,4221
19,Alabama,Cities,Summerdale,0,0,0,0,1181
20,Alabama,Cities,Taylor,0,0,0,0,2407
21,Alabama,Cities,Trussville,0,0,,0,21229
22,Alabama,Cities,Tuscaloosa,0,0,0,0,99925
23,Alabama,Metropolitan Counties,Geneva,0,0,0,0,
24,Alabama,Tribal Agencies,Poarch Creek Tribal,0,0,0,0,
25,Alaska,Cities,Bethel,0,0,0,0,6522
26,Alaska,Cities,Bristol Bay Borough,0,0,0,0,870
27,Alaska,Cities,Cordova,0,0,0,0,2186
28,Alaska,Cities,Craig,0,0,0,0,1256
29,Alaska,Cities,Dillingham,0,0,0,0,2419
30,Alaska,Cities,Fairbanks,0,0,0,0,32456
31,Alaska,Cities,Haines,0,0,0,0,2535
32,Alaska,Cities,Homer,0,0,0,0,5613
33,Alaska,Cities,Kenai,0,0,0,0,7770
34,Alaska,Cities,Ketchikan,0,0,0,0,8221
35,Alaska,Cities,Kodiak,0,0,0,0,6274
36,Alaska,Cities,Kotzebue,0,0,0,0,3290
37,Alaska,Cities,Nome,0,0,0,0,3846
38,Alaska,Cities,North Pole,0,0,0,0,2201
39,Alaska,Cities,North Slope Borough,0,0,0,0,9710
40,Alaska,Cities,Palmer,0,0,0,0,6959
41,Alaska,Cities,Petersburg,0,0,0,0,3162
42,Alaska,Cities,Seward,0,0,0,0,2813
43,Alaska,Cities,Sitka,0,0,0,0,8836
44,Alaska,Cities,Skagway,0,0,0,0,1075
45,Alaska,Cities,Soldotna,0,0,0,0,4619
46,Alaska,Cities,Unalaska,0,0,0,0,4517
47,Alaska,Cities,Valdez,0,0,0,0,3847
48,Alaska,Cities,Wrangell,0,0,0,0,2380
49,Alaska,Universities and Colleges,University of Alaska: Anchorage,0,0,0,0,16762
50,Alaska,Universities and Colleges,University of Alaska: Fairbanks,0,0,0,0,8638
51,Alaska,State Police Agencies,Alaska State Troopers,0,0,0,0,
52,Alaska,Other Agencies,Fairbanks International Airport,0,0,0,0,
53,Alaska,Other Agencies,Ted Stevens Anchorage International Airport,0,0,0,0,
54,Arizona,Cities,Avondale,0,0,0,0,81605
55,Arizona,Cities,Bisbee,0,0,0,0,5132
56,Arizona,Cities,Camp Verde,0,0,,0,11213
57,Arizona,Cities,Casa Grande,0,0,0,0,51995
58,Arizona,Cities,Chino Valley,0,0,0,0,11202
59,Arizona,Cities,Clarkdale,,0,0,0,4271
60,Arizona,Cities,Clifton,0,0,0,0,3774
61,Arizona,Cities,Coolidge,0,0,0,,12387
62,Arizona,Cities,Cottonwood,0,0,0,0,11932
63,Arizona,Cities,Eagar,0,0,0,0,4863
64,Arizona,Cities,El Mirage,0,0,0,0,34376
65,Arizona,Cities,Eloy,0,,,,17110
66,Arizona,Cities,Flagstaff,0,0,0,0,71179
67,Arizona,Cities,Florence,0,0,0,0,31130
68,Arizona,Cities,Globe,0,0,0,0,7366
69,Arizona,Cities,Goodyear,0,0,0,0,82018
70,Arizona,Cities,Jerome,0,0,0,0,458
71,Arizona,Cities,Kearny,0,0,0,0,2055
72,Arizona,Cities,Kingman,0,0,0,0,29069
73,Arizona,Cities,Lake Havasu City,0,0,0,,53746
74,Arizona,Cities,Marana,0,0,0,0,42808
75,Arizona,Cities,Miami,0,0,,,1776
76,Arizona,Cities,Nogales,0,0,0,0,20143
77,Arizona,Cities,Oro Valley,0,0,0,0,44089
78,Arizona,Cities,Page,0,0,0,0,7516
79,Arizona,Cities,Paradise Valley,0,0,0,0,14155
80,Arizona,Cities,Patagonia,0,0,0,0,886
81,Arizona,Cities,Payson,0,0,0,0,15351
82,Arizona,Cities,Peoria,0,0,,,174797
83,Arizona,Cities,Pinetop-Lakeside,0,0,0,0,4354
84,Arizona,Cities,Prescott,0,0,0,0,42321
85,Arizona,Cities,San Luis,0,0,0,0,32227
86,Arizona,Cities,Sedona,,0,0,,10457
87,Arizona,Cities,Show Low,0,0,0,0,10892
88,Arizona,Cities,Sierra Vista,0,0,0,0,42988
89,Arizona,Cities,Snowflake-Taylor,0,0,0,0,9835
90,Arizona,Cities,Somerton,0,0,0,0,15196
91,Arizona,Cities,Springerville,0,0,0,0,1952
92,Arizona,Cities,Surprise,0,0,0,0,130679
93,Arizona,Cities,Thatcher,0,0,0,0,5019
94,Arizona,Cities,Wellton,0,0,0,0,2944
95,Arizona,Cities,Wickenburg,0,0,0,,6835
96,Arizona,Cities,Willcox,0,0,0,0,3511
97,Arizona,Cities,Winslow,0,0,0,0,9581
98,Arizona,Universities and Colleges,Central Arizona College,0,0,0,0,5849
99,Arizona,Universities and Colleges,Northern Arizona University,0,0,0,0,29021
100,Arizona,Metropolitan Counties,Cochise,0,0,0,0,
101,Arizona,Metropolitan Counties,Mohave,0,0,,,
102,Arizona,Metropolitan Counties,Yavapai,0,0,0,0,
103,Arizona,Metropolitan Counties,Yuma,0,0,0,0,
104,Arizona,Nonmetropolitan Counties,Apache,0,0,,0,
105,Arizona,Nonmetropolitan Counties,Gila,0,0,0,0,
106,Arizona,Nonmetropolitan Counties,Graham,0,0,,,
107,Arizona,Nonmetropolitan Counties,Greenlee,0,0,0,0,
108,Arizona,Nonmetropolitan Counties,Santa Cruz,0,0,,,
109,Arizona,State Police Agencies,Arizona Department of Public Safety,0,0,0,,
110,Arizona,Tribal Agencies,Ak-Chin Tribal,0,0,0,0,
111,Arizona,Tribal Agencies,Colorado River Agency,0,0,,,
112,Arizona,Tribal Agencies,Fort McDowell Tribal,0,0,0,0,
113,Arizona,Tribal Agencies,Fort Mojave Tribal,,0,,,
114,Arizona,Tribal Agencies,Gila River Indian Community,,0,0,,
115,Arizona,Tribal Agencies,Hualapai Tribal,0,0,0,0,
116,Arizona,Tribal Agencies,Navajo Nation,0,0,0,0,
117,Arizona,Tribal Agencies,Salt River Tribal,,0,0,0,
118,Arizona,Tribal Agencies,White Mountain Apache Tribal,,0,0,0,
119,Arizona,Tribal Agencies,Yavapai-Prescott Tribal,,0,0,0,
120,Arizona,Other Agencies,Tucson Airport Authority,0,0,0,0,
121,Arkansas,Cities,Alexander,0,0,0,0,2841
122,Arkansas,Cities,Alma,0,0,0,0,5595
123,Arkansas,Cities,Altus,0,0,0,0,725
124,Arkansas,Cities,Amity,0,0,0,0,698
125,Arkansas,Cities,Arkadelphia,0,0,0,0,10755
126,Arkansas,Cities,Ashdown,0,0,0,0,4434
127,Arkansas,Cities,Ash Flat,0,0,0,0,1060
128,Arkansas,Cities,Atkins,0,0,0,0,3056
129,Arkansas,Cities,Augusta,0,0,0,0,2024
130,Arkansas,Cities,Austin,0,0,0,0,3723
131,Arkansas,Cities,Bald Knob,0,0,0,0,2910
132,Arkansas,Cities,Barling,0,0,0,0,4748
133,Arkansas,Cities,Batesville,0,0,0,0,10732
134,Arkansas,Cities,Bay,0,0,0,0,1815
135,Arkansas,Cities,Bearden,0,0,0,0,884
136,Arkansas,Cities,Beebe,0,0,0,0,8269
137,Arkansas,Cities,Bella Vista,0,0,0,0,28274
138,Arkansas,Cities,Benton,0,0,0,0,34920
139,Arkansas,Cities,Bentonville,0,0,0,0,46458
140,Arkansas,Cities,Berryville,0,0,0,0,5386
141,Arkansas,Cities,Bethel Heights,0,0,0,0,2512
142,Arkansas,Cities,Black Rock,0,0,0,0,618
143,Arkansas,Cities,Blytheville,0,0,0,0,14523
144,Arkansas,Cities,Bono,0,0,0,0,2257
145,Arkansas,Cities,Booneville,0,0,0,0,3872
146,Arkansas,Cities,Bradford,0,0,0,0,760
147,Arkansas,Cities,Brinkley,0,0,0,0,2837
148,Arkansas,Cities,Brookland,0,0,0,0,3245
149,Arkansas,Cities,Bryant,0,0,0,0,20687
150,Arkansas,Cities,Bull Shoals,0,0,0,0,1929
151,Arkansas,Cities,Cabot,0,0,0,0,25927
152,Arkansas,Cities,Caddo Valley,0,0,0,0,602
153,Arkansas,Cities,Camden,0,0,0,0,11191
154,Arkansas,Cities,Cammack Village,0,0,0,0,744
155,Arkansas,Cities,Caraway,0,0,0,0,1268
156,Arkansas,Cities,Carlisle,0,0,0,0,2176
157,Arkansas,Cities,Cave Springs,0,0,0,0,3369
158,Arkansas,Cities,Centerton,0,0,0,0,12584
159,Arkansas,Cities,Charleston,0,0,0,0,2475
160,Arkansas,Cities,Cherokee Village,0,0,0,0,4583
161,Arkansas,Cities,Clarendon,0,0,0,0,1475
162,Arkansas,Cities,Clarksville,0,0,0,0,9482
163,Arkansas,Cities,Clinton,0,0,0,0,2526
164,Arkansas,Cities,Conway,0,0,0,0,66104
165,Arkansas,Cities,Corning,0,0,0,0,3122
166,Arkansas,Cities,Cotter,0,0,0,0,947
167,Arkansas,Cities,Crossett,0,0,0,0,5166
168,Arkansas,Cities,Damascus,0,0,0,0,382
169,Arkansas,Cities,Danville,0,0,0,0,2338
170,Arkansas,Cities,Dardanelle,0,0,0,0,4642
171,Arkansas,Cities,Decatur,0,0,0,0,1787
172,Arkansas,Cities,Dell,0,0,0,0,206
173,Arkansas,Cities,De Queen,0,0,0,0,6724
174,Arkansas,Cities,Dermott,0,0,0,0,2688
175,Arkansas,Cities,Des Arc,0,0,0,0,1624
176,Arkansas,Cities,De Valls Bluff,0,0,0,0,581
177,Arkansas,Cities,De Witt,0,0,0,0,3162
178,Arkansas,Cities,Diamond City,0,0,0,0,781
179,Arkansas,Cities,Diaz,0,0,0,0,1235
180,Arkansas,Cities,Dierks,0,0,0,0,1084
181,Arkansas,Cities,Dover,0,0,0,0,1401
182,Arkansas,Cities,Dumas,0,0,0,0,4253
183,Arkansas,Cities,Dyer,0,0,0,0,857
184,Arkansas,Cities,Earle,0,0,0,0,2256
185,Arkansas,Cities,El Dorado,0,0,0,0,18297
186,Arkansas,Cities,Elkins,0,0,0,0,3005
187,Arkansas,Cities,England,0,0,0,0,2752
188,Arkansas,Cities,Etowah,0,0,0,0,325
189,Arkansas,Cities,Eudora,0,0,0,0,2070
190,Arkansas,Cities,Eureka Springs,0,0,0,0,2084
191,Arkansas,Cities,Fairfield Bay,0,0,0,0,2254
192,Arkansas,Cities,Farmington,0,0,0,0,6852
193,Arkansas,Cities,Fayetteville,0,0,0,0,84726
194,Arkansas,Cities,Flippin,0,0,0,0,1331
195,Arkansas,Cities,Fordyce,0,0,0,0,3979
196,Arkansas,Cities,Forrest City,0,0,0,0,14544
197,Arkansas,Cities,Gassville,0,0,0,0,2144
198,Arkansas,Cities,Gentry,0,0,0,0,3443
199,Arkansas,Cities,Glenwood,0,0,0,0,2125
200,Arkansas,Cities,Gosnell,0,0,0,0,3261
201,Arkansas,Cities,Gravette,0,0,0,0,3253
202,Arkansas,Cities,Greenbrier,0,0,0,0,5416
203,Arkansas,Cities,Green Forest,0,0,0,0,2769
204,Arkansas,Cities,Greenland,0,0,0,0,1406
205,Arkansas,Cities,Greenwood,0,0,0,0,9372
206,Arkansas,Cities,Greers Ferry,0,0,0,0,867
207,Arkansas,Cities,Gurdon,0,0,0,0,2132
208,Arkansas,Cities,Guy,0,0,0,0,721
209,Arkansas,Cities,Hamburg,0,0,0,0,2772
210,Arkansas,Cities,Hampton,0,0,0,0,1274
211,Arkansas,Cities,Hardy,0,0,0,0,756
212,Arkansas,Cities,Harrisburg,0,0,,,2304
213,Arkansas,Cities,Harrison,0,0,0,0,13178
214,Arkansas,Cities,Hazen,0,0,0,0,1392
215,Arkansas,Cities,Heber Springs,0,0,0,0,7144
216,Arkansas,Cities,Helena-West Helena,0,0,0,0,10898
217,Arkansas,Cities,Higginson,0,0,0,0,659
218,Arkansas,Cities,Highfill,0,0,0,0,641
219,Arkansas,Cities,Highland,0,0,0,0,1056
220,Arkansas,Cities,Hope,0,0,0,0,9852
221,Arkansas,Cities,Hot Springs,0,0,0,0,35716
222,Arkansas,Cities,Hoxie,0,0,0,0,2660
223,Arkansas,Cities,Hughes,0,0,0,0,1302
224,Arkansas,Cities,Jasper,0,,,,446
225,Arkansas,Cities,Johnson,0,0,0,0,3683
226,Arkansas,Cities,Jonesboro,0,0,0,0,75230
227,Arkansas,Cities,Judsonia,0,0,0,0,2028
228,Arkansas,Cities,Keiser,0,0,0,0,694
229,Arkansas,Cities,Kensett,0,0,0,0,1650
230,Arkansas,Cities,Lake City,0,0,0,0,2374
231,Arkansas,Cities,Lakeview,0,0,0,0,723
232,Arkansas,Cities,Lake Village,0,0,0,0,2388
233,Arkansas,Cities,Lamar,0,0,0,0,1680
234,Arkansas,Cities,Lavaca,0,0,0,0,2425
235,Arkansas,Cities,Leachville,0,0,0,0,1845
236,Arkansas,Cities,Lepanto,0,0,0,0,1824
237,Arkansas,Cities,Lewisville,0,0,0,0,1161
238,Arkansas,Cities,Lincoln,0,0,0,0,2468
239,Arkansas,Cities,Little Flock,0,0,0,0,2781
240,Arkansas,Cities,Lonoke,0,0,0,0,4248
241,Arkansas,Cities,Lowell,0,0,0,0,8812
242,Arkansas,Cities,Luxora,0,0,0,0,1088
243,Arkansas,Cities,Madison,0,0,0,,696
244,Arkansas,Cities,Magnolia,0,0,0,0,11642
245,Arkansas,Cities,Malvern,0,0,0,0,11016
246,Arkansas,Cities,Mammoth Spring,0,0,0,0,968
247,Arkansas,Cities,Marianna,0,0,0,0,3701
248,Arkansas,Cities,Marion,0,0,0,0,12270
249,Arkansas,Cities,Marked Tree,0,0,0,0,2489
250,Arkansas,Cities,Marmaduke,0,0,0,0,1238
251,Arkansas,Cities,Marvell,0,0,0,0,1022
252,Arkansas,Cities,Maumelle,0,0,0,0,18068
253,Arkansas,Cities,Mayflower,0,0,0,0,2473
254,Arkansas,Cities,McCrory,0,0,0,0,1577
255,Arkansas,Cities,McGehee,0,0,0,0,3866
256,Arkansas,Cities,McRae,0,0,0,0,679
257,Arkansas,Cities,Mena,0,0,0,0,5635
258,Arkansas,Cities,Menifee,0,0,0,0,306
259,Arkansas,Cities,Mineral Springs,0,0,0,0,1152
260,Arkansas,Cities,Monette,0,0,0,0,1533
261,Arkansas,Cities,Monticello,0,0,0,0,9860
262,Arkansas,Cities,Morrilton,0,0,0,0,6733
263,Arkansas,Cities,Mountain Home,0,0,0,0,12305
264,Arkansas,Cities,Mountain View,0,0,0,0,2856
265,Arkansas,Cities,Mulberry,0,0,0,0,1630
266,Arkansas,Cities,Murfreesboro,0,0,0,0,1569
267,Arkansas,Cities,Nashville,0,0,0,0,4450
268,Arkansas,Cities,Newport,0,0,0,0,7733
269,Arkansas,Cities,Norfork,0,0,0,0,497
270,Arkansas,Cities,North Little Rock,0,0,0,0,67344
271,Arkansas,Cities,Ola,0,0,0,0,1246
272,Arkansas,Cities,Osceola,0,0,0,0,7138
273,Arkansas,Cities,Ozark,0,0,0,0,3572
274,Arkansas,Cities,Pangburn,0,0,0,0,602
275,Arkansas,Cities,Paragould,0,0,0,0,28254
276,Arkansas,Cities,Paris,0,0,0,0,3427
277,Arkansas,Cities,Parkin,0,0,0,0,1047
278,Arkansas,Cities,Pea Ridge,0,0,0,0,5331
279,Arkansas,Cities,Perryville,0,0,0,0,1426
280,Arkansas,Cities,Piggott,0,0,0,0,3619
281,Arkansas,Cities,Pine Bluff,0,0,0,0,43976
282,Arkansas,Cities,Plainview,0,0,0,0,596
283,Arkansas,Cities,Plumerville,0,0,0,0,801
284,Arkansas,Cities,Pocahontas,0,0,0,0,6405
285,Arkansas,Cities,Pottsville,0,0,0,0,3131
286,Arkansas,Cities,Prairie Grove,0,0,0,0,5345
287,Arkansas,Cities,Quitman,0,0,0,0,738
288,Arkansas,Cities,Ravenden,0,0,0,0,446
289,Arkansas,Cities,Redfield,0,0,0,0,1593
290,Arkansas,Cities,Rison,0,0,0,0,1270
291,Arkansas,Cities,Rogers,0,0,0,0,64616
292,Arkansas,Cities,Rose Bud,0,0,0,0,482
293,Arkansas,Cities,Russellville,0,0,0,0,29366
294,Arkansas,Cities,Salem,0,0,0,0,1635
295,Arkansas,Cities,Shannon Hills,0,0,0,0,3926
296,Arkansas,Cities,Sheridan,0,0,0,0,4858
297,Arkansas,Cities,Sherwood,0,0,0,0,30676
298,Arkansas,Cities,Siloam Springs,0,0,0,0,16277
299,Arkansas,Cities,Stamps,0,0,0,0,1525
300,Arkansas,Cities,Star City,0,0,0,0,2163
301,Arkansas,Cities,St. Charles,0,0,0,0,220
302,Arkansas,Cities,Stuttgart,0,0,0,0,9002
303,Arkansas,Cities,Sulphur Springs,0,0,0,0,529
304,Arkansas,Cities,Swifton,0,0,0,0,748
305,Arkansas,Cities,Texarkana,0,0,0,0,30429
306,Arkansas,Cities,Trumann,0,0,0,0,7118
307,Arkansas,Cities,Tuckerman,0,0,0,0,1739
308,Arkansas,Cities,Tyronza,0,0,0,0,741
309,Arkansas,Cities,Van Buren,0,0,0,0,23133
310,Arkansas,Cities,Vilonia,0,0,0,0,4568
311,Arkansas,Cities,Waldron,0,0,0,0,3406
312,Arkansas,Cities,Walnut Ridge,0,0,0,0,4630
313,Arkansas,Cities,Ward,0,0,0,0,4835
314,Arkansas,Cities,Warren,0,0,0,0,5767
315,Arkansas,Cities,Weiner,0,0,0,0,683
316,Arkansas,Cities,West Fork,0,0,0,0,2587
317,Arkansas,Cities,West Memphis,0,0,0,0,24818
318,Arkansas,Cities,White Hall,0,0,0,0,5114
319,Arkansas,Cities,Wynne,0,0,0,0,8161
320,Arkansas,Universities and Colleges,Arkansas State University: Beebe,0,0,0,0,3935
321,Arkansas,Universities and Colleges,Arkansas State University: Jonesboro,0,0,0,0,13410
322,Arkansas,Universities and Colleges,Arkansas State University: Newport,,,,0,2651
323,Arkansas,Universities and Colleges,Arkansas Tech University,0,0,0,0,12054
324,Arkansas,Universities and Colleges,Henderson State University,0,0,0,0,3527
325,Arkansas,Universities and Colleges,Southern Arkansas University,0,0,0,0,4095
326,Arkansas,Universities and Colleges,Southern Arkansas University Tech,0,,,,1650
327,Arkansas,Universities and Colleges,University of Arkansas: Fayetteville,0,0,0,0,26754
328,Arkansas,Universities and Colleges,University of Arkansas: Little Rock,0,0,0,0,11891
329,Arkansas,Universities and Colleges,University of Arkansas: Medical Sciences,0,0,0,0,3021
330,Arkansas,Universities and Colleges,University of Arkansas: Monticello,0,0,0,0,3643
331,Arkansas,Universities and Colleges,University of Arkansas: Pine Bluff,0,0,0,0,2658
332,Arkansas,Universities and Colleges,University of Central Arkansas,0,0,0,0,11754
333,Arkansas,Metropolitan Counties,Benton,0,0,0,0,
334,Arkansas,Metropolitan Counties,Cleveland,0,0,0,0,
335,Arkansas,Metropolitan Counties,Craighead,0,0,0,0,
336,Arkansas,Metropolitan Counties,Crawford,0,0,0,0,
337,Arkansas,Metropolitan Counties,Crittenden,0,0,0,0,
338,Arkansas,Metropolitan Counties,Faulkner,0,0,0,0,
339,Arkansas,Metropolitan Counties,Garland,0,0,0,0,
340,Arkansas,Metropolitan Counties,Grant,0,0,0,0,
341,Arkansas,Metropolitan Counties,Jefferson,0,0,0,0,
342,Arkansas,Metropolitan Counties,Lincoln,0,0,0,0,
343,Arkansas,Metropolitan Counties,Little River,0,0,0,0,
344,Arkansas,Metropolitan Counties,Lonoke,0,0,0,0,
345,Arkansas,Metropolitan Counties,Madison,0,0,0,0,
346,Arkansas,Metropolitan Counties,Miller,0,0,0,0,
347,Arkansas,Metropolitan Counties,Perry,0,0,0,0,
348,Arkansas,Metropolitan Counties,Poinsett,0,0,0,0,
349,Arkansas,Metropolitan Counties,Pulaski,0,0,0,0,
350,Arkansas,Metropolitan Counties,Saline,0,0,0,0,
351,Arkansas,Metropolitan Counties,Washington,0,0,0,0,
352,Arkansas,Nonmetropolitan Counties,Arkansas,0,0,0,0,
353,Arkansas,Nonmetropolitan Counties,Ashley,0,0,0,0,
354,Arkansas,Nonmetropolitan Counties,Baxter,0,0,0,0,
355,Arkansas,Nonmetropolitan Counties,Boone,0,0,0,0,
356,Arkansas,Nonmetropolitan Counties,Bradley,0,0,0,0,
357,Arkansas,Nonmetropolitan Counties,Calhoun,0,0,0,0,
358,Arkansas,Nonmetropolitan Counties,Carroll,0,0,0,0,
359,Arkansas,Nonmetropolitan Counties,Chicot,0,0,0,0,
360,Arkansas,Nonmetropolitan Counties,Clark,0,0,0,0,
361,Arkansas,Nonmetropolitan Counties,Clay,0,0,0,0,
362,Arkansas,Nonmetropolitan Counties,Cleburne,0,0,0,0,
363,Arkansas,Nonmetropolitan Counties,Columbia,0,0,0,0,
364,Arkansas,Nonmetropolitan Counties,Conway,0,0,0,0,
365,Arkansas,Nonmetropolitan Counties,Cross,0,0,0,0,
366,Arkansas,Nonmetropolitan Counties,Dallas,0,0,0,0,
367,Arkansas,Nonmetropolitan Counties,Drew,0,0,0,0,
368,Arkansas,Nonmetropolitan Counties,Franklin,0,0,0,0,
369,Arkansas,Nonmetropolitan Counties,Fulton,0,0,0,0,
370,Arkansas,Nonmetropolitan Counties,Greene,0,0,0,0,
371,Arkansas,Nonmetropolitan Counties,Hempstead,0,0,0,0,
372,Arkansas,Nonmetropolitan Counties,Hot Spring,0,0,0,0,
373,Arkansas,Nonmetropolitan Counties,Howard,0,0,0,0,
374,Arkansas,Nonmetropolitan Counties,Independence,0,0,0,0,
375,Arkansas,Nonmetropolitan Counties,Izard,0,0,0,0,
376,Arkansas,Nonmetropolitan Counties,Jackson,0,0,0,0,
377,Arkansas,Nonmetropolitan Counties,Johnson,0,0,0,0,
378,Arkansas,Nonmetropolitan Counties,Lafayette,0,0,0,0,
379,Arkansas,Nonmetropolitan Counties,Lawrence,0,0,0,0,
380,Arkansas,Nonmetropolitan Counties,Lee,0,0,0,0,
381,Arkansas,Nonmetropolitan Counties,Logan,0,0,0,0,
382,Arkansas,Nonmetropolitan Counties,Marion,0,0,0,0,
383,Arkansas,Nonmetropolitan Counties,Mississippi,0,0,0,0,
384,Arkansas,Nonmetropolitan Counties,Monroe,0,0,0,0,
385,Arkansas,Nonmetropolitan Counties,Montgomery,0,0,,,
386,Arkansas,Nonmetropolitan Counties,Newton,0,0,0,0,
387,Arkansas,Nonmetropolitan Counties,Ouachita,0,0,0,0,
388,Arkansas,Nonmetropolitan Counties,Pike,0,0,0,0,
389,Arkansas,Nonmetropolitan Counties,Polk,0,0,0,0,
390,Arkansas,Nonmetropolitan Counties,Pope,0,0,0,0,
391,Arkansas,Nonmetropolitan Counties,Prairie,0,0,0,0,
392,Arkansas,Nonmetropolitan Counties,Randolph,0,0,0,0,
393,Arkansas,Nonmetropolitan Counties,Scott,0,0,0,0,
394,Arkansas,Nonmetropolitan Counties,Searcy,0,0,0,0,
395,Arkansas,Nonmetropolitan Counties,St. Francis,0,0,0,0,
396,Arkansas,Nonmetropolitan Counties,Stone,0,0,0,0,
397,Arkansas,Nonmetropolitan Counties,Union,0,0,0,0,
398,Arkansas,Nonmetropolitan Counties,Van Buren,0,0,0,0,
399,Arkansas,Nonmetropolitan Counties,White,0,0,0,0,
400,Arkansas,Nonmetropolitan Counties,Woodruff,0,0,0,0,
401,Arkansas,Nonmetropolitan Counties,Yell,0,0,0,0,
402,Arkansas,Other Agencies,Camp Robinson,0,0,0,0,
403,Arkansas,Other Agencies,State Capitol Police,0,0,0,0,
404,California,Cities,Agoura Hills,0,0,0,0,21032
405,California,Cities,Albany,0,0,0,0,19975
406,California,Cities,Aliso Viejo,0,0,0,0,50604
407,California,Cities,Alturas,0,0,0,0,2549
408,California,Cities,American Canyon ,0,0,0,0,20746
409,California,Cities,Anderson,0,0,0,0,10273
410,California,Cities,Angels Camp,0,0,0,0,3755
411,California,Cities,Apple Valley,0,0,0,0,72757
412,California,Cities,Arcadia,0,0,0,0,58816
413,California,Cities,Arroyo Grande,0,0,0,0,18280
414,California,Cities,Artesia,0,0,0,0,17049
415,California,Cities,Arvin,0,0,0,0,21195
416,California,Cities,Atascadero,0,0,0,0,30108
417,California,Cities,Atherton,0,0,0,0,7218
418,California,Cities,Atwater,0,0,0,0,29437
419,California,Cities,Auburn,0,0,0,0,14078
420,California,Cities,Avalon,0,0,0,0,3813
421,California,Cities,Avenal,0,0,0,0,12941
422,California,Cities,Banning,0,0,0,0,31191
423,California,Cities,Barstow,0,0,0,0,23894
424,California,Cities,Bear Valley,0,0,0,0,5464
425,California,Cities,Beaumont,0,0,0,0,45249
426,California,Cities,Bell,0,0,0,0,36347
427,California,Cities,Bell Gardens,0,0,0,0,43316
428,California,Cities,Belmont,0,0,0,0,27492
429,California,Cities,Belvedere,0,0,0,0,2131
430,California,Cities,Benicia,0,0,0,0,28400
431,California,Cities,Big Bear ,0,0,0,0,5250
432,California,Cities,Biggs,0,0,0,0,1703
433,California,Cities,Bishop,0,0,0,0,3793
434,California,Cities,Blythe,0,0,0,0,18961
435,California,Cities,Bradbury,0,0,0,0,1097
436,California,Cities,Brawley,0,0,0,0,26076
437,California,Cities,Brentwood,0,0,0,0,60512
438,California,Cities,Brisbane,0,0,0,0,4807
439,California,Cities,Broadmoor,0,0,0,0,4411
440,California,Cities,Buellton,0,0,0,0,5133
441,California,Cities,Burlingame,0,0,0,0,30792
442,California,Cities,Calexico,0,0,0,0,40336
443,California,Cities,California City,0,0,0,0,13244
444,California,Cities,Calimesa,0,0,0,0,8671
445,California,Cities,Calistoga,0,0,0,0,5364
446,California,Cities,Canyon Lake,0,0,0,0,11176
447,California,Cities,Carlsbad,0,0,0,0,115040
448,California,Cities,Carmel,0,0,0,0,3931
449,California,Cities,Carpinteria,0,0,0,0,13865
450,California,Cities,Carson,0,0,0,0,93613
451,California,Cities,Cathedral City,0,0,0,0,54317
452,California,Cities,Ceres,0,0,0,0,48372
453,California,Cities,Chowchilla,0,0,0,0,18487
454,California,Cities,Cloverdale,0,0,0,0,8848
455,California,Cities,Coachella,0,0,0,0,45402
456,California,Cities,Colma,0,0,0,0,1534
457,California,Cities,Colton,0,0,0,0,55100
458,California,Cities,Colusa,0,0,0,0,5926
459,California,Cities,Commerce,0,0,0,0,13128
460,California,Cities,Corcoran,0,0,0,0,22111
461,California,Cities,Corning,0,0,0,0,7522
462,California,Cities,Corona,0,0,0,0,166534
463,California,Cities,Coronado,0,0,0,0,24974
464,California,Cities,Costa Mesa,0,0,0,0,113816
465,California,Cities,Cotati,0,0,0,0,7479
466,California,Cities,Covina,0,,0,0,49222
467,California,Cities,Crescent City,0,0,0,0,6622
468,California,Cities,Cudahy,0,0,0,0,24411
469,California,Cities,Cypress,0,0,0,0,49557
470,California,Cities,Daly City,0,0,0,0,107640
471,California,Cities,Dana Point,0,0,0,0,34349
472,California,Cities,Delano,0,0,0,0,52656
473,California,Cities,Del Mar,0,0,0,0,4388
474,California,Cities,Del Rey Oaks,0,0,0,0,1700
475,California,Cities,Diamond Bar,0,0,0,0,57162
476,California,Cities,Dinuba,0,0,0,0,24156
477,California,Cities,Dixon,0,0,0,0,19592
478,California,Cities,Dorris,0,0,0,0,900
