State,Agency_Type,Agency_name,Total_incidents_bias_motivation,Bias_Motivation_Race_Ethnicity_Ancestry,Bias_Motivation_Religion,Bias_Motivation_Sexual_orientation,Bias_Motivation_Disability,Bias_Motivation_Gender,Bias_Motivation_Gender_Identity,Total_incidents_Q1_to_Q4,No_of_incidents_Q1,No_of_incidents_Q2,No_of_incidents_Q3,No_of_incidents_Q4,Population,agency_with_state,lon,lat
Oregon,Metropolitan Counties,Washington,1,0,0,1,0,0,0,1,0,0,0,1,NA,"Washington, Oregon",-123.1386021,45.5469616
Oregon,Nonmetropolitan Counties,Crook,2,1,0,1,0,0,0,2,2,0,0,0,NA,"Crook, Oregon",-120.0963654,44.0978126
Oregon,Nonmetropolitan Counties,Hood River,1,0,1,0,0,0,0,1,1,0,0,0,NA,"Hood River, Oregon",-121.5214623,45.7053966
Oregon,Nonmetropolitan Counties,Jefferson,1,0,0,1,0,0,0,1,0,0,1,0,NA,"Jefferson, Oregon",-123.0103708,44.7195662
Oregon,Nonmetropolitan Counties,Morrow,2,1,1,0,0,0,0,2,0,0,2,0,NA,"Morrow, Oregon",-119.6243921,45.4514124
Oregon,Nonmetropolitan Counties,Umatilla,3,0,1,1,1,0,0,3,0,0,2,1,NA,"Umatilla, Oregon",-119.3425179,45.9173549
Oregon,Cities,Gervais,1,0,0,1,0,0,0,1,1,0,0,0,2663,"Gervais, Oregon",-122.8975952,45.1081752
Oregon,Cities,Eugene,38,27,5,4,1,0,1,38,2,12,11,13,164883,"Eugene, Oregon",-123.0867536,44.0520691
Oregon,Cities,Tigard,3,2,1,0,0,0,0,3,0,1,0,2,51885,"Tigard, Oregon",-122.7872599,45.4186798
Oregon,Nonmetropolitan Counties,Union,1,1,0,0,0,0,0,1,0,1,0,0,NA,"Union, Oregon",-117.8652126,45.2084696
Pennsylvania,Cities,"Abington Township, Montgomery County",2,1,1,0,0,0,0,2,0,2,0,0,55623,"Abington Township, Montgomery County, Pennsylvania",-75.1195107,40.1240795
Pennsylvania,Cities,Camp Hill,1,1,0,0,0,0,0,1,0,0,1,0,7929,"Camp Hill, Pennsylvania",-76.9199742,40.2398118
Pennsylvania,Cities,Carlisle,1,0,0,1,0,0,0,1,0,1,0,0,19225,"Carlisle, Pennsylvania",-77.2002745,40.2010241
Pennsylvania,Cities,Ferguson Township,1,1,0,0,0,0,0,1,0,1,0,0,19222,"Ferguson Township, Pennsylvania",-77.9053182,40.7441654
Pennsylvania,Cities,Hamburg,1,1,0,0,0,0,0,1,0,0,0,1,4420,"Hamburg, Pennsylvania",-75.9818772,40.5556484
Pennsylvania,Cities,Johnstown,1,1,0,0,0,0,0,1,1,0,0,0,21227,"Johnstown, Pennsylvania",-78.9219698,40.3267407
Pennsylvania,Cities,Lancaster,1,1,0,0,0,0,0,1,0,1,0,0,59340,"Lancaster, Pennsylvania",-76.3055144,40.0378755
Pennsylvania,Cities,Mechanicsburg,2,2,0,0,0,0,0,2,0,0,0,2,9003,"Mechanicsburg, Pennsylvania",-77.0085876,40.2142565
Pennsylvania,Cities,Philadelphia,18,7,4,7,0,0,0,18,3,3,2,10,1570826,"Philadelphia, Pennsylvania",-75.1652215,39.9525839
Pennsylvania,Cities,Pittsburgh,14,11,2,1,0,0,0,14,2,2,6,4,302443,"Pittsburgh, Pennsylvania",-79.9958864,40.4406248
Pennsylvania,Cities,Reading,1,1,0,0,0,0,0,1,1,0,0,0,87834,"Reading, Pennsylvania",-75.9268747,40.3356483
Pennsylvania,Cities,Scranton,2,1,1,0,0,0,0,2,0,1,1,0,77332,"Scranton, Pennsylvania",-75.6624122,41.408969
Pennsylvania,Cities,State College,3,2,0,0,1,0,0,3,2,NA,1,0,58119,"State College, Pennsylvania",-77.8600012,40.7933949
Pennsylvania,Cities,"Washington Township, Franklin County",1,1,0,0,0,0,0,1,1,0,0,0,14631,"Washington Township, Franklin County, Pennsylvania",-77.5275463,39.7469367
Pennsylvania,Cities,Whitemarsh Township,1,1,0,0,0,0,0,1,0,0,1,0,17721,"Whitemarsh Township, Pennsylvania",-75.2362381,40.1192546
Pennsylvania,Universities and Colleges,"Pennsylvania State University, University Park",6,4,0,2,0,0,0,6,5,0,0,1,47307,"Pennsylvania State University, University Park, Pennsylvania",-77.8599084,40.7982133
Pennsylvania,Metropolitan Counties,Allegheny,1,1,0,0,0,0,0,1,0,1,0,0,NA,"Allegheny, Pennsylvania",-80.0087746,40.4450813
Pennsylvania,State Police Agencies,State Police: Delaware County,1,1,0,0,0,0,0,1,0,0,0,1,NA,"State Police: Delaware County, Pennsylvania",-75.4493074,39.907827
Pennsylvania,State Police Agencies,State Police: Monroe County,1,0,1,0,0,0,0,1,1,0,0,0,NA,"State Police: Monroe County, Pennsylvania",-75.2797633,41.0022954
Pennsylvania,State Police Agencies,State Police: Skippack,2,2,0,0,0,0,0,2,0,0,0,2,NA,"State Police: Skippack, Pennsylvania",-75.4035242,40.2318247
Rhode Island,Cities,Cranston,1,0,1,0,0,0,0,1,0,1,0,0,81162,"Cranston, Rhode Island",-71.4372796,41.7798226
Rhode Island,Cities,Pawtucket,2,1,1,0,0,0,0,2,0,1,0,1,71640,"Pawtucket, Rhode Island",-71.3825558,41.878711
Rhode Island,Cities,Portsmouth,1,0,1,0,0,0,0,1,0,0,1,0,17362,"Portsmouth, Rhode Island",-71.2503257,41.6023245
Rhode Island,Cities,Providence,1,0,0,1,0,0,0,1,0,1,0,0,179340,"Providence, Rhode Island",-71.4128343,41.8239891
Rhode Island,Cities,South Kingstown,1,0,1,0,0,0,0,1,0,0,1,0,30872,"South Kingstown, Rhode Island",-71.524667,41.4475686
Rhode Island,Cities,Tiverton,1,1,0,0,0,0,0,1,0,0,0,1,15768,"Tiverton, Rhode Island",-71.2134231,41.6259211
Rhode Island,Universities and Colleges,Brown University,2,0,1,1,0,0,0,2,1,1,0,0,9458,"Brown University, Rhode Island",-71.4025482,41.8267718
Rhode Island,Universities and Colleges,University of Rhode Island,1,0,1,0,0,0,0,1,1,0,0,0,16613,"University of Rhode Island, Rhode Island",-71.5308537,41.4860647
Rhode Island,State Police Agencies,State Police: Chepachet,1,0,0,0,1,0,0,1,1,0,0,0,NA,"State Police: Chepachet, Rhode Island",-71.6045724,41.8325412
Rhode Island,State Police Agencies,State Police: Lincoln,1,0,0,1,0,0,0,1,0,1,0,0,NA,"State Police: Lincoln, Rhode Island",-71.440636,41.888412
South Carolina,Cities,Blackville,1,0,1,0,0,0,0,1,1,0,0,0,2273,"Blackville, South Carolina",-81.2706606,33.3579297
South Carolina,Cities,Chester,1,1,0,0,0,0,0,1,0,0,1,0,5462,"Chester, South Carolina",-81.2142561,34.7048613
South Carolina,Cities,Cottageville,1,1,0,0,0,0,0,1,0,0,1,0,733,"Cottageville, South Carolina",-80.480935,32.936838
South Carolina,Cities,Florence,1,0,0,1,0,0,0,1,0,1,0,0,38382,"Florence, South Carolina",-79.7625625,34.1954331
South Carolina,Cities,Folly Beach,2,2,0,0,0,0,0,2,0,1,1,0,2806,"Folly Beach, South Carolina",-79.9403673,32.6551798
South Carolina,Cities,Moncks Corner,1,1,0,0,0,0,0,1,0,1,0,0,10298,"Moncks Corner, South Carolina",-80.0131374,33.1960027
South Carolina,Cities,North Myrtle Beach,1,1,0,0,0,0,0,1,0,0,0,1,15945,"North Myrtle Beach, South Carolina",-78.680016,33.8160058
South Carolina,Cities,Pageland,1,1,0,0,0,0,0,1,0,1,0,0,2745,"Pageland, South Carolina",-80.3917315,34.7732102
South Carolina,Cities,Simpsonville,1,1,0,0,0,0,0,1,0,1,0,0,21223,"Simpsonville, South Carolina",-82.2542834,34.7370639
South Carolina,Universities and Colleges,Clemson University,1,1,0,0,0,0,0,1,0,0,0,1,22698,"Clemson University, South Carolina",-82.8364148,34.6760942
South Carolina,Universities and Colleges,Coastal Carolina University,1,0,0,0,1,0,0,1,0,0,0,1,10263,"Coastal Carolina University, South Carolina",-79.01173,33.7949658
South Carolina,Universities and Colleges,Trident Technical College,1,1,0,0,0,0,0,1,0,0,0,1,15043,"Trident Technical College, South Carolina",-80.03165,32.9297844
South Carolina,Metropolitan Counties,Anderson,1,1,0,0,0,0,0,1,0,1,0,0,NA,"Anderson, South Carolina",-82.6501332,34.5034394
South Carolina,Metropolitan Counties,Darlington,1,0,0,1,0,0,0,1,0,1,0,0,NA,"Darlington, South Carolina",-79.8761741,34.2998762
South Carolina,Metropolitan Counties,Greenville,1,1,0,0,0,0,0,1,0,0,1,0,NA,"Greenville, South Carolina",-82.3940104,34.8526176
South Carolina,Metropolitan Counties,Horry County Police Department,2,2,0,0,0,0,0,2,0,2,0,0,NA,"Horry County Police Department, South Carolina",-79.0534276,33.864389
South Carolina,Metropolitan Counties,Sumter,1,0,0,1,0,0,0,1,0,1,0,0,NA,"Sumter, South Carolina",-80.3414693,33.9204354
South Carolina,Nonmetropolitan Counties,Abbeville,1,1,0,0,0,0,0,1,1,0,0,0,NA,"Abbeville, South Carolina",-82.3790147,34.1781719
South Carolina,Nonmetropolitan Counties,Georgetown,1,1,0,0,0,0,0,1,1,0,0,0,NA,"Georgetown, South Carolina",-79.2944964,33.376834
South Carolina,Cities,Greer,1,1,0,0,0,0,0,1,0,1,0,0,28927,"Greer, South Carolina",-82.2270568,34.9387279
South Carolina,Cities,Andrews,1,1,0,0,0,0,0,1,0,0,0,1,2894,"Andrews, South Carolina",-79.5608971,33.451278
South Dakota,Cities,Aberdeen,1,0,0,0,0,0,1,1,0,0,0,1,28498,"Aberdeen, South Dakota",-98.4864829,45.4646985
South Dakota,Cities,Brandon,1,0,1,0,0,0,0,1,0,1,0,0,10042,"Brandon, South Dakota",-96.5719896,43.5946963
South Dakota,Cities,Brookings,1,0,0,0,1,0,0,1,0,1,0,0,23971,"Brookings, South Dakota",-96.7983877,44.3113573
South Dakota,Cities,Chamberlain,1,0,0,1,0,0,0,1,0,1,0,0,2383,"Chamberlain, South Dakota",-99.3306556,43.810828
South Dakota,Cities,Madison,1,0,0,1,0,0,0,1,0,0,1,0,7411,"Madison, South Dakota",-97.1139496,44.0060847
South Dakota,Cities,Rapid City,3,2,0,0,1,0,0,3,0,1,1,1,74573,"Rapid City, South Dakota",-103.2310149,44.0805434
South Dakota,Cities,Sioux Falls,4,2,1,1,0,0,0,4,0,2,0,2,175152,"Sioux Falls, South Dakota",-96.7311034,43.5445959
South Dakota,Metropolitan Counties,Meade,1,1,0,0,0,0,0,1,0,0,1,0,NA,"Meade, South Dakota",-102.6855069,44.4415188
South Dakota,Metropolitan Counties,Minnehaha,2,1,0,1,0,0,0,2,0,1,1,0,NA,"Minnehaha, South Dakota",-96.8350999,43.6631787
South Dakota,Metropolitan Counties,Union,1,0,0,0,1,0,0,1,1,0,0,0,NA,"Union, South Dakota",-96.7065914,42.8621348
South Dakota,Nonmetropolitan Counties,Hamlin,1,0,0,1,0,0,0,1,0,1,0,0,NA,"Hamlin, South Dakota",-97.179026,44.6998712
South Dakota,Nonmetropolitan Counties,Jerauld,1,0,0,0,0,0,1,1,1,0,0,0,NA,"Jerauld, South Dakota",-98.6160674,44.0364698
Tennessee,Cities,Alcoa,6,4,0,2,0,0,0,6,0,0,1,5,9503,"Alcoa, Tennessee",-83.9737935,35.7895271
Tennessee,Cities,Alexandria,2,2,0,0,0,0,0,2,0,0,2,0,978,"Alexandria, Tennessee",-86.0333222,36.0775587
Tennessee,Cities,Clarksville,1,1,0,0,0,0,0,1,0,0,0,1,152526,"Clarksville, Tennessee",-87.3594528,36.5297706
Tennessee,Cities,Cleveland,4,4,0,0,0,0,0,4,1,0,2,1,44423,"Cleveland, Tennessee",-84.8766115,35.1595182
Tennessee,Cities,Coopertown,1,0,0,1,0,0,0,1,1,0,0,0,4426,"Coopertown, Tennessee",-86.9672224,36.4375478
Tennessee,Cities,Covington,2,0,1,0,1,0,0,2,0,1,1,0,9039,"Covington, Tennessee",-89.6534029,35.5762326
Tennessee,Cities,Cowan,1,0,0,0,1,0,0,1,0,1,0,0,1698,"Cowan, Tennessee",-86.0105376,35.1645273
Tennessee,Cities,Dyersburg,1,1,0,0,0,0,0,1,0,0,0,1,16711,"Dyersburg, Tennessee",-89.3856281,36.0345159
Tennessee,Cities,East Ridge,1,1,0,0,0,0,0,1,0,0,1,0,21311,"East Ridge, Tennessee",-85.2256635,34.9947441
Tennessee,Cities,Franklin,1,0,1,0,0,0,0,1,0,0,1,0,74771,"Franklin, Tennessee",-86.8688899,35.9250637
Tennessee,Cities,Gallaway,2,2,0,0,0,0,0,2,2,0,0,0,654,"Gallaway, Tennessee",-89.6161898,35.3259187
Tennessee,Cities,Greenbrier,1,1,0,0,0,0,0,1,1,0,0,0,6807,"Greenbrier, Tennessee",-86.8047199,36.4275477
Tennessee,Cities,Hendersonville,1,1,0,0,0,0,0,1,0,0,1,0,56965,"Hendersonville, Tennessee",-86.6199957,36.3047735
Tennessee,Cities,Humboldt,1,1,0,0,0,0,0,1,0,0,1,0,8287,"Humboldt, Tennessee",-88.9158953,35.8197917
Tennessee,Cities,Jackson,3,2,1,0,0,0,0,3,1,0,2,0,66990,"Jackson, Tennessee",-88.8139469,35.6145169
Tennessee,Cities,Jamestown,7,7,0,0,0,0,0,7,7,0,0,0,1945,"Jamestown, Tennessee",-84.9318919,36.4275699
Tennessee,Cities,Jasper,1,0,0,1,0,0,0,1,0,0,1,0,3323,"Jasper, Tennessee",-85.6260789,35.0742448
Tennessee,Cities,Johnson City,2,0,0,1,1,0,0,2,1,0,0,1,66511,"Johnson City, Tennessee",-82.3534727,36.3134397
Tennessee,Cities,Kingsport,1,1,0,0,0,0,0,1,0,0,0,1,53059,"Kingsport, Tennessee",-82.5618186,36.548434
Tennessee,Cities,Knoxville,1,0,1,0,0,0,0,1,0,1,0,0,186583,"Knoxville, Tennessee",-83.9207392,35.9606384
Tennessee,Cities,Lebanon,3,2,1,0,0,0,0,3,2,0,0,1,31125,"Lebanon, Tennessee",-86.2911024,36.2081098
Tennessee,Cities,Lenoir City,1,1,0,0,0,0,0,1,0,0,0,1,9175,"Lenoir City, Tennessee",-84.2560299,35.7972998
Tennessee,Cities,Livingston,1,1,0,0,0,0,0,1,0,0,1,0,4073,"Livingston, Tennessee",-85.3230221,36.3833961
Tennessee,Cities,Milan,1,1,0,0,0,0,0,1,0,1,0,0,7803,"Milan, Tennessee",-88.7589488,35.9197885
Tennessee,Cities,Millington,1,1,0,0,0,0,0,1,0,1,0,0,11002,"Millington, Tennessee",-89.8973084,35.3414744
Tennessee,Cities,Nashville Metropolitan,12,5,2,5,0,0,0,12,3,4,5,0,668685,"Nashville Metropolitan, Tennessee",-86.8403739,36.1290205
Tennessee,Cities,Newport,1,1,0,0,0,0,0,1,0,0,1,0,6812,"Newport, Tennessee",-83.1876578,35.9670412
Tennessee,Cities,Oak Ridge,1,0,0,1,0,0,0,1,0,1,0,0,29296,"Oak Ridge, Tennessee",-84.2696449,36.0103561
Tennessee,Cities,Spring Hill,2,2,0,0,0,0,0,2,1,0,0,1,37599,"Spring Hill, Tennessee",-86.9300023,35.751179
Tennessee,Cities,White House,1,0,0,1,0,0,0,1,1,0,0,0,11419,"White House, Tennessee",-86.6513845,36.4703232
Tennessee,Universities and Colleges,Pellissippi State Community College,1,0,1,0,0,0,0,1,0,0,0,1,10325,"Pellissippi State Community College, Tennessee",-84.1667084,35.9477211
Tennessee,Universities and Colleges,Tennessee Technological University,2,2,0,0,0,0,0,2,0,0,2,0,10900,"Tennessee Technological University, Tennessee",-85.5070223,36.175903
Tennessee,Universities and Colleges,"University of Tennessee, Knoxville",1,0,0,1,0,0,0,1,0,0,1,0,27845,"University of Tennessee, Knoxville, Tennessee",-83.9294564,35.9544013
Tennessee,Universities and Colleges,University of the South,1,1,0,0,0,0,0,1,1,0,0,0,1797,"University of the South, Tennessee",-85.9176605,35.20518
Tennessee,Metropolitan Counties,Dickson,2,2,0,0,0,0,0,2,0,2,0,0,NA,"Dickson, Tennessee",-87.3877899,36.0770048
Tennessee,Metropolitan Counties,Hamblen,1,1,0,0,0,0,0,1,0,0,0,1,NA,"Hamblen, Tennessee",-83.2934086,36.2054334
Tennessee,Metropolitan Counties,Hamilton,8,2,4,1,1,0,0,8,3,2,0,3,NA,"Hamilton, Tennessee",-85.1479364,35.1618966
Tennessee,Metropolitan Counties,Knox,1,1,0,0,0,0,0,1,0,0,1,0,NA,"Knox, Tennessee",-83.9419784,35.9874629
Tennessee,Metropolitan Counties,Montgomery,1,1,0,0,0,0,0,1,0,0,0,1,NA,"Montgomery, Tennessee",-87.460397,36.4960406
Tennessee,Metropolitan Counties,Roane,1,0,0,1,0,0,0,1,0,0,1,0,NA,"Roane, Tennessee",-84.564147,35.836117
Tennessee,Metropolitan Counties,Rutherford,1,1,0,0,0,0,0,1,0,0,0,1,NA,"Rutherford, Tennessee",-88.9858988,36.1275673
Tennessee,Metropolitan Counties,Shelby,18,16,0,0,2,0,0,18,6,5,2,5,NA,"Shelby, Tennessee",-89.9253233,35.1268552
Tennessee,Metropolitan Counties,Sullivan,2,1,0,1,0,0,0,2,0,2,0,0,NA,"Sullivan, Tennessee",-82.345189,36.4933147
Tennessee,Nonmetropolitan Counties,Lawrence,1,0,1,0,0,0,0,1,0,0,0,1,NA,"Lawrence, Tennessee",-87.460397,35.2761735
Tennessee,Nonmetropolitan Counties,Sevier,1,1,0,0,0,0,0,1,1,0,0,0,NA,"Sevier, Tennessee",-83.5070203,35.8271682
Tennessee,Other Agencies,Department of Safety,11,11,0,0,0,0,0,11,1,1,7,2,NA,"Department of Safety, Tennessee",-89.9575017,35.0211684
Tennessee,Cities,Chattanooga,3,1,2,0,0,0,0,3,1,1,0,1,177801,"Chattanooga, Tennessee",-85.3096801,35.0456297
Tennessee,Cities,Portland,1,0,1,0,0,0,0,1,0,0,1,0,12502,"Portland, Tennessee",-86.5163833,36.5817089
Tennessee,Metropolitan Counties,Bradley,3,2,0,1,0,0,0,3,1,0,1,1,NA,"Bradley, Tennessee",-84.8567932,35.1937778
Tennessee,Cities,Pigeon Forge,3,2,1,0,0,0,0,3,1,2,0,0,6230,"Pigeon Forge, Tennessee",-83.5543329,35.7884241
Tennessee,Cities,Memphis,9,1,1,7,0,0,0,9,3,3,2,1,656434,"Memphis, Tennessee",-90.0489801,35.1495343
Tennessee,Metropolitan Counties,Anderson,1,1,0,0,0,0,0,1,0,0,1,0,NA,"Anderson, Tennessee",-84.2278796,36.0809574
Tennessee,Cities,Bristol,1,1,0,0,0,0,0,1,0,0,1,0,26656,"Bristol, Tennessee",-82.1887444,36.5951059
Tennessee,Cities,Morristown,1,1,0,0,0,0,0,1,1,0,0,0,29576,"Morristown, Tennessee",-83.2948922,36.2139814
Tennessee,Cities,Murfreesboro2,3,2,0,1,0,0,0,3,0,1,1,1,129730,"Murfreesboro2, Tennessee",-86.39027,35.8456213
Texas,Cities,Arlington,5,4,1,0,0,0,0,5,0,2,2,1,392666,"Arlington, Texas",-97.1080656,32.735687
Texas,Cities,Austin,19,10,2,6,0,0,1,19,7,6,4,2,956911,"Austin, Texas",-97.7430608,30.267153
Texas,Cities,Beaumont,4,4,0,0,0,0,0,4,3,0,0,1,118283,"Beaumont, Texas",-94.1265562,30.080174
Texas,Cities,Borger,1,1,0,0,0,0,0,1,0,0,1,0,12894,"Borger, Texas",-101.3973876,35.6678203
Texas,Cities,Burleson,1,1,0,0,0,0,0,1,0,1,0,0,45116,"Burleson, Texas",-97.3208492,32.5420821
Texas,Cities,Cedar Hill,1,1,0,0,0,0,0,1,0,0,1,0,49215,"Cedar Hill, Texas",-96.9561152,32.5884689
Texas,Cities,Center,1,0,0,0,0,1,0,1,0,0,0,1,5218,"Center, Texas",-94.1790862,31.7954512
Texas,Cities,College Station,1,0,1,0,0,0,0,1,0,0,1,0,110785,"College Station, Texas",-96.3344068,30.627977
Texas,Cities,Converse,1,0,0,0,1,0,0,1,0,1,0,0,22782,"Converse, Texas",-98.3161241,29.5180081
Texas,Cities,Dallas,11,7,2,2,0,0,0,11,1,5,4,1,1320939,"Dallas, Texas",-96.7969879,32.7766642
Texas,Cities,Denison,1,0,0,1,0,0,0,1,0,1,0,0,23237,"Denison, Texas",-96.536658,33.7556593
Texas,Cities,Denton,3,2,0,1,0,0,0,3,1,1,1,0,134054,"Denton, Texas",-97.1330683,33.2148412
Texas,Cities,El Paso,1,0,0,1,0,0,0,1,0,0,0,1,687193,"El Paso, Texas",-106.4850217,31.7618778
Texas,Cities,Fort Worth,20,11,3,5,1,0,0,20,7,5,3,5,851849,"Fort Worth, Texas",-97.3307658,32.7554883
Texas,Cities,Frankston,1,1,0,0,0,0,0,1,0,1,0,0,1163,"Frankston, Texas",-95.5063456,32.0526614
Texas,Cities,Galveston,6,5,0,1,0,0,0,6,1,1,3,1,50667,"Galveston, Texas",-94.7976958,29.3013479
Texas,Cities,Gilmer,1,1,0,0,0,0,0,1,0,1,0,0,5246,"Gilmer, Texas",-94.9424379,32.7287472
Texas,Cities,Grand Prairie,1,1,0,0,0,0,0,1,0,1,0,0,190270,"Grand Prairie, Texas",-96.9977846,32.7459645
Texas,Cities,Hedwig Village,1,0,1,0,0,0,0,1,0,1,0,0,2724,"Hedwig Village, Texas",-95.5210511,29.7795549
Texas,Cities,League City,1,1,0,0,0,0,0,1,0,1,0,0,101436,"League City, Texas",-95.0949303,29.5074538
Texas,Cities,Levelland,2,2,0,0,0,0,0,2,0,0,1,1,13997,"Levelland, Texas",-102.37796,33.5873164
Texas,Cities,Lewisville,2,2,0,0,0,0,0,2,1,0,0,1,105762,"Lewisville, Texas",-96.994174,33.046233
Texas,Cities,Livingston,1,1,0,0,0,0,0,1,1,0,0,0,5140,"Livingston, Texas",-94.9329898,30.711029
Texas,Cities,Longview,3,2,0,0,1,0,0,3,0,0,1,2,82632,"Longview, Texas",-94.7404891,32.5007037
Texas,Cities,McKinney,7,5,0,2,0,0,0,7,0,3,2,2,169689,"McKinney, Texas",-96.6397822,33.1972465
Texas,Cities,Plano,1,1,0,0,0,0,0,1,0,0,1,0,288242,"Plano, Texas",-96.6988856,33.0198431
Texas,Cities,Pleasanton,1,1,0,0,0,0,0,1,0,0,1,0,10013,"Pleasanton, Texas",-98.4786269,28.967194
Texas,Cities,Reno,1,0,1,0,0,0,0,1,0,0,1,0,3302,"Reno, Texas",-97.5772462,32.9442916
Texas,Cities,Rockwall,1,1,0,0,0,0,0,1,0,1,0,0,43542,"Rockwall, Texas",-96.4597089,32.9312336
Texas,Cities,San Angelo,1,0,0,1,0,0,0,1,0,0,0,1,101870,"San Angelo, Texas",-100.4370375,31.4637723
Texas,Cities,San Marcos,1,0,0,1,0,0,0,1,0,0,0,1,64380,"San Marcos, Texas",-97.9413941,29.8832749
Texas,Cities,Seabrook,1,1,0,0,0,0,0,1,0,1,0,0,14091,"Seabrook, Texas",-95.0254839,29.5641184
Texas,Cities,Sealy,1,1,0,0,0,0,0,1,0,1,0,0,6469,"Sealy, Texas",-96.1571833,29.7807878
Texas,Cities,Sugar Land,1,1,0,0,0,0,0,1,0,0,0,1,90088,"Sugar Land, Texas",-95.6349463,29.6196787
Texas,Cities,Teague,1,1,0,0,0,0,0,1,0,0,1,0,3575,"Teague, Texas",-96.283862,31.6271145
Texas,Cities,Temple,1,1,0,0,0,0,0,1,0,0,0,1,73411,"Temple, Texas",-97.342782,31.0982344
Texas,Cities,Texas City,2,2,0,0,0,0,0,2,0,0,0,2,48095,"Texas City, Texas",-94.9027002,29.383845
Texas,Cities,Tomball,1,1,0,0,0,0,0,1,0,0,0,1,11700,"Tomball, Texas",-95.6160549,30.0971621
Texas,Cities,Weslaco,2,1,0,1,0,0,0,2,0,2,0,0,39987,"Weslaco, Texas",-97.9908366,26.1595194
Texas,Cities,Wichita Falls,2,1,1,0,0,0,0,2,0,1,0,1,104685,"Wichita Falls, Texas",-98.4933873,33.9137085
Texas,Cities,Willis,1,1,0,0,0,0,0,1,0,0,1,0,6401,"Willis, Texas",-95.4799418,30.4249276
Texas,Universities and Colleges,Amarillo College,1,1,0,0,0,0,0,1,1,0,0,0,9936,"Amarillo College, Texas",-101.8470307,35.1879127
Texas,Universities and Colleges,"Baylor University, Waco",1,1,0,0,0,0,0,1,0,0,0,1,16787,"Baylor University, Waco, Texas",-97.1143046,31.5497007
Texas,Universities and Colleges,Southwestern University,2,0,0,2,0,0,0,2,0,0,0,2,1515,"Southwestern University, Texas",-97.6651268,30.6349251
Texas,Universities and Colleges,"Texas State Technical College, West Texas3",1,0,0,1,0,0,0,1,1,0,0,0,NA,"Texas State Technical College, West Texas3, Texas",-100.4728662,32.4618076
Texas,Universities and Colleges,"Texas Tech University, Lubbock",1,1,0,0,0,0,0,1,0,0,0,1,35859,"Texas Tech University, Lubbock, Texas",-101.8782822,33.5842591
Texas,Universities and Colleges,Tyler Junior College,1,0,1,0,0,0,0,1,0,1,0,0,10934,"Tyler Junior College, Texas",-95.2833841,32.3337516
Texas,Universities and Colleges,"University of Texas, Dallas",2,0,2,0,0,0,0,2,2,0,0,0,24554,"University of Texas, Dallas, Texas",-96.7500993,32.9857619
Texas,Metropolitan Counties,Bexar,1,1,0,0,0,0,0,1,1,0,0,0,NA,"Bexar, Texas",-98.5721016,29.4200763
Texas,Metropolitan Counties,Lubbock,1,1,0,0,0,0,0,1,0,0,0,1,NA,"Lubbock, Texas",-101.8551665,33.5778631
Texas,Metropolitan Counties,Parker,2,0,0,1,1,0,0,2,0,1,1,0,NA,"Parker, Texas",-96.6219376,33.0553975
Texas,Metropolitan Counties,Travis,7,3,2,2,0,0,0,7,1,4,1,1,NA,"Travis, Texas",-97.0027678,31.1354588
Texas,Metropolitan Counties,Williamson,3,2,1,0,0,0,0,3,1,1,0,1,NA,"Williamson, Texas",-97.6982272,30.7591685
Texas,Nonmetropolitan Counties,Brewster,1,0,0,1,0,0,0,1,1,0,0,0,NA,"Brewster, Texas",-103.3587288,29.6629938
Texas,Nonmetropolitan Counties,San Jacinto,1,1,0,0,0,0,0,1,1,0,0,0,NA,"San Jacinto, Texas",-95.1432068,30.5187687
Texas,Nonmetropolitan Counties,Zavala,1,1,0,0,0,0,0,1,0,0,1,0,NA,"Zavala, Texas",-99.7232673,28.8801264
Texas,Other Agencies,Dallas-Fort Worth International Airport,1,0,0,1,0,0,0,1,0,0,1,0,NA,"Dallas-Fort Worth International Airport, Texas",-97.0403352,32.8998091
Texas,Other Agencies,"Independent School District, El Paso",1,0,0,1,0,0,0,1,0,0,0,1,NA,"Independent School District, El Paso, Texas",-106.4170311,31.8426766
Texas,Cities,Houston,8,3,1,2,0,0,2,8,1,1,3,3,2334348,"Houston, Texas",-95.3698028,29.7604267
Texas,Cities,Odessa,3,2,1,0,0,0,0,3,1,0,1,1,123209,"Odessa, Texas",-102.3676431,31.8456816
Texas,Cities,Round Rock,2,0,1,1,0,0,0,2,0,1,1,0,119308,"Round Rock, Texas",-97.678896,30.5082551
Texas,Cities,San Antonio,9,6,2,1,0,0,0,9,2,1,4,2,1498642,"San Antonio, Texas",-98.4936282,29.4241219
Texas,Cities,Tyler,4,2,0,1,1,0,0,4,1,3,0,0,105044,"Tyler, Texas",-95.3010624,32.3512601
Texas,Other Agencies,"Hospital District, Dallas County",1,1,0,0,0,0,0,1,0,0,1,0,NA,"Hospital District, Dallas County, Texas",-96.8385386,32.8107052
Texas,Cities,Bedford,6,1,0,0,0,0,5,6,0,0,0,6,49803,"Bedford, Texas",-97.1430671,32.844017
Texas,Cities,Cedar Park,2,1,0,1,0,0,0,2,0,2,0,0,69051,"Cedar Park, Texas",-97.8202888,30.505198
Utah,Cities,Bountiful,3,3,0,0,0,0,0,3,0,0,0,3,44003,"Bountiful, Utah",-111.880771,40.8893895
